instrument_name,option_type,underlying_price_S,strike_K,time_to_maturity_T,risk_free_rate_r,option_price_V
BTC-26JUN26-92000-P,put,63037.17,92000.0,0.04972348550066591,0.045,0.45975
BTC-26JUN26-94000-C,call,63038.72,94000.0,0.04972348550066591,0.045,0.00039999999999999996
BTC-26JUN26-94000-P,put,63037.82,94000.0,0.04972348550066591,0.045,0.48275
BTC-26JUN26-95000-C,call,63037.77,95000.0,0.04972348550066591,0.045,0.00030000000000000003
BTC-26JUN26-95000-P,put,63038.69,95000.0,0.04972348550066591,0.045,0.50825
BTC-26JUN26-100000-C,call,63026.47,100000.0,0.04972348550066591,0.045,0.00025
BTC-26JUN26-100000-P,put,63025.69,100000.0,0.04972348550066591,0.045,0.5862499999999999
BTC-26JUN26-105000-C,call,63014.11,105000.0,0.04972348550066591,0.045,0.13674999999999998
BTC-26JUN26-105000-P,put,63009.4,105000.0,0.04972348550066591,0.045,0.66625
BTC-26JUN26-110000-C,call,63004.13,110000.0,0.04972348550066591,0.045,0.1275
BTC-26JUN26-110000-P,put,62980.5,110000.0,0.04972348550066591,0.045,0.7455
BTC-26JUN26-115000-C,call,62970.32,115000.0,0.04972348550066591,0.045,0.12
BTC-26JUN26-115000-P,put,62977.29,115000.0,0.04972348550066591,0.045,0.8255
BTC-26JUN26-120000-P,put,63004.76,120000.0,0.04972348550066591,0.045,0.90575
BTC-26JUN26-125000-P,put,62986.33,125000.0,0.04972348550066591,0.045,0.98525
BTC-26JUN26-130000-P,put,63010.75,130000.0,0.04972348550066591,0.045,1.07225
BTC-26JUN26-135000-P,put,63016.59,135000.0,0.04972348550066591,0.045,1.15425
BTC-26JUN26-140000-C,call,63017.0,140000.0,0.04972348550066591,0.045,0.0058
BTC-26JUN26-140000-P,put,63017.0,140000.0,0.04972348550066591,0.045,1.23325
BTC-26JUN26-145000-C,call,63032.78,145000.0,0.04972348550066591,0.045,0.0048
BTC-26JUN26-145000-P,put,63033.09,145000.0,0.04972348550066591,0.045,1.3127499999999999
BTC-26JUN26-146000-P,put,63032.99,146000.0,0.04972348550066591,0.045,0.8825
BTC-26JUN26-150000-P,put,63033.01,150000.0,0.04972348550066591,0.045,1.3897499999999998
BTC-26JUN26-155000-P,put,63049.71,155000.0,0.04972348550066591,0.045,1.468
BTC-26JUN26-160000-P,put,63050.48,160000.0,0.04972348550066591,0.045,1.54625
BTC-26JUN26-165000-P,put,63052.2,165000.0,0.04972348550066591,0.045,1.6247500000000001
BTC-26JUN26-170000-P,put,63050.72,170000.0,0.04972348550066591,0.045,1.7037499999999999
BTC-26JUN26-180000-P,put,63041.92,180000.0,0.04972348550066591,0.045,1.8615
BTC-26JUN26-185000-C,call,63041.87,185000.0,0.04972348550066591,0.045,0.0018
BTC-26JUN26-190000-P,put,63050.32,190000.0,0.04972348550066591,0.045,2.0195
BTC-26JUN26-200000-P,put,63053.74,200000.0,0.04972348550066591,0.045,2.1777499999999996
BTC-26JUN26-210000-P,put,63068.51,210000.0,0.04972348550066591,0.045,2.33575
BTC-26JUN26-220000-P,put,63067.03,220000.0,0.04972348550066591,0.045,2.4945
BTC-26JUN26-230000-P,put,63066.66,230000.0,0.04972348550066591,0.045,2.65325
BTC-26JUN26-240000-P,put,63067.27,240000.0,0.04972348550066591,0.045,2.8122499999999997
BTC-26JUN26-250000-P,put,63072.58,250000.0,0.04972348550066591,0.045,2.97075
BTC-26JUN26-260000-P,put,63070.39,260000.0,0.04972348550066591,0.045,3.12975
BTC-26JUN26-280000-P,put,63058.95,280000.0,0.04972348550066591,0.045,3.4475
BTC-26JUN26-300000-P,put,63058.12,300000.0,0.04972348550066591,0.045,3.765
BTC-26JUN26-320000-P,put,63059.89,320000.0,0.04972348550066591,0.045,4.08275
BTC-26JUN26-340000-P,put,63059.06,340000.0,0.04972348550066591,0.045,4.40025
BTC-31JUL26-48000-C,call,63231.66,48000.0,0.14561389645957,0.045,0.2495
BTC-31JUL26-48000-P,put,63231.18,48000.0,0.14561389645957,0.045,0.0095
BTC-31JUL26-50000-C,call,63232.27,50000.0,0.14561389645957,0.045,0.2235
BTC-31JUL26-50000-P,put,63231.62,50000.0,0.14561389645957,0.045,0.01225
BTC-31JUL26-52000-C,call,63232.41,52000.0,0.14561389645957,0.045,0.1935
BTC-31JUL26-52000-P,put,63232.41,52000.0,0.14561389645957,0.045,0.016
BTC-31JUL26-54000-C,call,63232.34,54000.0,0.14561389645957,0.045,0.16625
BTC-31JUL26-54000-P,put,63232.77,54000.0,0.14561389645957,0.045,0.020999999999999998
BTC-31JUL26-55000-C,call,63233.02,55000.0,0.14561389645957,0.045,0.1535
BTC-31JUL26-55000-P,put,63233.02,55000.0,0.14561389645957,0.045,0.02375
BTC-31JUL26-56000-C,call,63232.0,56000.0,0.14561389645957,0.045,0.14075
BTC-31JUL26-56000-P,put,63232.52,56000.0,0.14561389645957,0.045,0.027
BTC-31JUL26-57000-C,call,63232.52,57000.0,0.14561389645957,0.045,0.12925
BTC-31JUL26-57000-P,put,63232.68,57000.0,0.14561389645957,0.045,0.031
BTC-31JUL26-58000-C,call,63235.53,58000.0,0.14561389645957,0.045,0.11775
BTC-31JUL26-58000-P,put,63235.61,58000.0,0.14561389645957,0.045,0.035
BTC-31JUL26-59000-C,call,63235.61,59000.0,0.14561389645957,0.045,0.10625
BTC-31JUL26-59000-P,put,63236.18,59000.0,0.14561389645957,0.045,0.04
BTC-31JUL26-60000-C,call,63238.24,60000.0,0.14561389645957,0.045,0.096
BTC-31JUL26-60000-P,put,63238.33,60000.0,0.14561389645957,0.045,0.045
BTC-31JUL26-61000-C,call,63238.33,61000.0,0.14561389645957,0.045,0.08625
BTC-31JUL26-61000-P,put,63239.62,61000.0,0.14561389645957,0.045,0.051000000000000004
BTC-31JUL26-62000-C,call,63239.48,62000.0,0.14561389645957,0.045,0.07725
BTC-31JUL26-62000-P,put,63242.2,62000.0,0.14561389645957,0.045,0.0575
BTC-31JUL26-63000-C,call,63243.31,63000.0,0.14561389645957,0.045,0.0685
BTC-31JUL26-63000-P,put,63242.58,63000.0,0.14561389645957,0.045,0.06475
BTC-31JUL26-64000-C,call,63242.94,64000.0,0.14561389645957,0.045,0.0605
BTC-31JUL26-64000-P,put,63242.94,64000.0,0.14561389645957,0.045,0.0725
BTC-31JUL26-65000-C,call,63243.62,65000.0,0.14561389645957,0.045,0.053
BTC-31JUL26-65000-P,put,63244.46,65000.0,0.14561389645957,0.045,0.08075
BTC-31JUL26-66000-C,call,63244.32,66000.0,0.14561389645957,0.045,0.0465
BTC-31JUL26-66000-P,put,63243.61,66000.0,0.14561389645957,0.045,0.08975
BTC-31JUL26-67000-C,call,63244.2,67000.0,0.14561389645957,0.045,0.04025
BTC-31JUL26-67000-P,put,63243.76,67000.0,0.14561389645957,0.045,0.10025
BTC-31JUL26-68000-C,call,63241.22,68000.0,0.14561389645957,0.045,0.03475
BTC-31JUL26-68000-P,put,63237.06,68000.0,0.14561389645957,0.045,0.11075
BTC-31JUL26-69000-C,call,63237.06,69000.0,0.14561389645957,0.045,0.03
BTC-31JUL26-69000-P,put,63235.32,69000.0,0.14561389645957,0.045,0.12175
BTC-31JUL26-70000-C,call,63235.66,70000.0,0.14561389645957,0.045,0.02575
BTC-31JUL26-70000-P,put,63236.66,70000.0,0.14561389645957,0.045,0.13325
BTC-31JUL26-71000-C,call,63236.66,71000.0,0.14561389645957,0.045,0.02175
BTC-31JUL26-71000-P,put,63240.74,71000.0,0.14561389645957,0.045,0.1455
BTC-31JUL26-72000-C,call,63240.34,72000.0,0.14561389645957,0.045,0.01875
BTC-31JUL26-72000-P,put,63240.34,72000.0,0.14561389645957,0.045,0.15775
BTC-31JUL26-73000-C,call,63233.42,73000.0,0.14561389645957,0.045,0.01575
BTC-31JUL26-73000-P,put,63236.19,73000.0,0.14561389645957,0.045,0.17125
BTC-31JUL26-74000-C,call,63236.51,74000.0,0.14561389645957,0.045,0.01375
BTC-31JUL26-74000-P,put,63236.51,74000.0,0.14561389645957,0.045,0.18475
BTC-31JUL26-75000-C,call,63239.84,75000.0,0.14561389645957,0.045,0.01175
BTC-31JUL26-75000-P,put,63239.96,75000.0,0.14561389645957,0.045,0.19825
BTC-31JUL26-76000-C,call,63239.8,76000.0,0.14561389645957,0.045,0.00975
BTC-31JUL26-76000-P,put,63239.8,76000.0,0.14561389645957,0.045,0.21175
BTC-31JUL26-77000-C,call,63238.19,77000.0,0.14561389645957,0.045,0.00825
BTC-31JUL26-77000-P,put,63237.29,77000.0,0.14561389645957,0.045,0.227
BTC-31JUL26-78000-C,call,63232.47,78000.0,0.14561389645957,0.045,0.0072499999999999995
BTC-31JUL26-78000-P,put,63229.83,78000.0,0.14561389645957,0.045,0.2415
BTC-31JUL26-79000-C,call,63229.83,79000.0,0.14561389645957,0.045,0.00625
BTC-31JUL26-79000-P,put,63228.96,79000.0,0.14561389645957,0.045,0.2555
BTC-31JUL26-80000-C,call,63229.83,80000.0,0.14561389645957,0.045,0.0052499999999999995
BTC-31JUL26-80000-P,put,63228.96,80000.0,0.14561389645957,0.045,0.27125
BTC-31JUL26-81000-C,call,63228.35,81000.0,0.14561389645957,0.045,0.0048000000000000004
BTC-31JUL26-81000-P,put,63228.35,81000.0,0.14561389645957,0.045,0.28574999999999995
BTC-31JUL26-82000-C,call,63223.79,82000.0,0.14561389645957,0.045,0.004200000000000001
BTC-31JUL26-82000-P,put,63222.95,82000.0,0.14561389645957,0.045,0.30174999999999996
BTC-31JUL26-83000-C,call,63222.95,83000.0,0.14561389645957,0.045,0.0037
BTC-31JUL26-83000-P,put,63223.84,83000.0,0.14561389645957,0.045,0.31725000000000003
BTC-31JUL26-84000-C,call,63224.03,84000.0,0.14561389645957,0.045,0.0033
BTC-31JUL26-84000-P,put,63223.83,84000.0,0.14561389645957,0.045,0.33275
BTC-31JUL26-85000-C,call,63217.94,85000.0,0.14561389645957,0.045,0.003
BTC-31JUL26-85000-P,put,63211.04,85000.0,0.14561389645957,0.045,0.36850000000000005
BTC-31JUL26-86000-C,call,63217.42,86000.0,0.14561389645957,0.045,0.0027
BTC-31JUL26-86000-P,put,63217.3,86000.0,0.14561389645957,0.045,0.37975000000000003
BTC-31JUL26-87000-C,call,63217.8,87000.0,0.14561389645957,0.045,0.0025
BTC-31JUL26-87000-P,put,63220.43,87000.0,0.14561389645957,0.045,0.37575000000000003
BTC-31JUL26-88000-C,call,63219.42,88000.0,0.14561389645957,0.045,0.0023
BTC-31JUL26-88000-P,put,63214.2,88000.0,0.14561389645957,0.045,0.40900000000000003
BTC-31JUL26-89000-C,call,63214.2,89000.0,0.14561389645957,0.045,0.0021
BTC-31JUL26-89000-P,put,63209.72,89000.0,0.14561389645957,0.045,0.4255
BTC-31JUL26-90000-C,call,63209.72,90000.0,0.14561389645957,0.045,0.0018999999999999998
BTC-31JUL26-90000-P,put,63207.8,90000.0,0.14561389645957,0.045,0.429
BTC-31JUL26-91000-C,call,63207.8,91000.0,0.14561389645957,0.045,0.0018
BTC-31JUL26-91000-P,put,63205.58,91000.0,0.14561389645957,0.045,0.44475
BTC-31JUL26-92000-C,call,63205.58,92000.0,0.14561389645957,0.045,0.00165
BTC-31JUL26-92000-P,put,63206.26,92000.0,0.14561389645957,0.045,0.46075
BTC-31JUL26-93000-C,call,63210.02,93000.0,0.14561389645957,0.045,0.00155
BTC-31JUL26-93000-P,put,63210.02,93000.0,0.14561389645957,0.045,0.47625
BTC-31JUL26-94000-C,call,63210.73,94000.0,0.14561389645957,0.045,0.00145
BTC-31JUL26-94000-P,put,63210.25,94000.0,0.14561389645957,0.045,0.492
BTC-31JUL26-95000-C,call,63210.25,95000.0,0.14561389645957,0.045,0.00135
BTC-31JUL26-95000-P,put,63211.21,95000.0,0.14561389645957,0.045,0.5075000000000001
BTC-31JUL26-96000-C,call,63211.11,96000.0,0.14561389645957,0.045,0.0013
BTC-31JUL26-96000-P,put,63211.11,96000.0,0.14561389645957,0.045,0.52325
BTC-31JUL26-98000-C,call,63211.44,98000.0,0.14561389645957,0.045,0.00115
BTC-31JUL26-98000-P,put,63211.44,98000.0,0.14561389645957,0.045,0.55475
BTC-31JUL26-100000-C,call,63211.81,100000.0,0.14561389645957,0.045,0.00105
BTC-31JUL26-100000-P,put,63212.17,100000.0,0.14561389645957,0.045,0.5862499999999999
BTC-31JUL26-102000-C,call,63212.08,102000.0,0.14561389645957,0.045,0.001
BTC-31JUL26-102000-P,put,63212.08,102000.0,0.14561389645957,0.045,0.61825
BTC-31JUL26-104000-C,call,63213.54,104000.0,0.14561389645957,0.045,0.0009
BTC-31JUL26-104000-P,put,63213.63,104000.0,0.14561389645957,0.045,0.64975
BTC-31JUL26-105000-C,call,63215.99,105000.0,0.14561389645957,0.045,0.0009
BTC-31JUL26-105000-P,put,63216.13,105000.0,0.14561389645957,0.045,0.66525
BTC-31JUL26-106000-C,call,63216.17,106000.0,0.14561389645957,0.045,0.00075
BTC-31JUL26-106000-P,put,63216.06,106000.0,0.14561389645957,0.045,0.681
BTC-31JUL26-108000-C,call,63215.64,108000.0,0.14561389645957,0.045,0.0007999999999999999
BTC-31JUL26-108000-P,put,63213.77,108000.0,0.14561389645957,0.045,0.71275
BTC-31JUL26-110000-C,call,63213.69,110000.0,0.14561389645957,0.045,0.00075
BTC-31JUL26-110000-P,put,63213.66,110000.0,0.14561389645957,0.045,0.7442500000000001
BTC-31JUL26-115000-C,call,63213.56,115000.0,0.14561389645957,0.045,0.00055
BTC-31JUL26-115000-P,put,63213.26,115000.0,0.14561389645957,0.045,0.823
BTC-31JUL26-120000-C,call,63213.26,120000.0,0.14561389645957,0.045,0.00055
BTC-31JUL26-120000-P,put,63212.92,120000.0,0.14561389645957,0.045,0.9027499999999999
BTC-28AUG26-46000-C,call,63377.6,46000.0,0.2223262252266933,0.045,0.286
BTC-28AUG26-46000-P,put,63377.6,46000.0,0.2223262252266933,0.045,0.01175
BTC-28AUG26-48000-C,call,63377.67,48000.0,0.2223262252266933,0.045,0.25775000000000003
BTC-28AUG26-48000-P,put,63377.67,48000.0,0.2223262252266933,0.045,0.015
BTC-28AUG26-50000-C,call,63377.09,50000.0,0.2223262252266933,0.045,0.22975
BTC-28AUG26-50000-P,put,63378.73,50000.0,0.2223262252266933,0.045,0.01875
BTC-28AUG26-52000-C,call,63386.5,52000.0,0.2223262252266933,0.045,0.18974999999999997
BTC-28AUG26-52000-P,put,63386.5,52000.0,0.2223262252266933,0.045,0.0235
BTC-28AUG26-53000-C,call,63386.5,53000.0,0.2223262252266933,0.045,0.185
BTC-28AUG26-53000-P,put,63385.81,53000.0,0.2223262252266933,0.045,0.02675
BTC-28AUG26-54000-C,call,63379.35,54000.0,0.2223262252266933,0.045,0.17775
BTC-28AUG26-54000-P,put,63379.35,54000.0,0.2223262252266933,0.045,0.03
BTC-28AUG26-55000-C,call,63372.03,55000.0,0.2223262252266933,0.045,0.16575
BTC-28AUG26-55000-P,put,63365.25,55000.0,0.2223262252266933,0.045,0.03375
BTC-28AUG26-56000-C,call,63365.25,56000.0,0.2223262252266933,0.045,0.15375
BTC-28AUG26-56000-P,put,63364.83,56000.0,0.2223262252266933,0.045,0.03775
BTC-28AUG26-57000-C,call,63356.72,57000.0,0.2223262252266933,0.045,0.14300000000000002
BTC-28AUG26-57000-P,put,63356.72,57000.0,0.2223262252266933,0.045,0.042249999999999996
BTC-28AUG26-58000-C,call,63354.34,58000.0,0.2223262252266933,0.045,0.132
BTC-28AUG26-58000-P,put,63353.66,58000.0,0.2223262252266933,0.045,0.047
BTC-28AUG26-59000-C,call,63352.35,59000.0,0.2223262252266933,0.045,0.1215
BTC-28AUG26-59000-P,put,63352.35,59000.0,0.2223262252266933,0.045,0.05225
BTC-28AUG26-60000-C,call,63352.35,60000.0,0.2223262252266933,0.045,0.1115
BTC-28AUG26-60000-P,put,63348.84,60000.0,0.2223262252266933,0.045,0.058249999999999996
BTC-28AUG26-61000-C,call,63346.95,61000.0,0.2223262252266933,0.045,0.10200000000000001
BTC-28AUG26-61000-P,put,63346.95,61000.0,0.2223262252266933,0.045,0.0645
BTC-28AUG26-62000-C,call,63344.4,62000.0,0.2223262252266933,0.045,0.09325
BTC-28AUG26-62000-P,put,63336.92,62000.0,0.2223262252266933,0.045,0.07125
BTC-28AUG26-63000-C,call,63336.92,63000.0,0.2223262252266933,0.045,0.08475
BTC-28AUG26-63000-P,put,63336.92,63000.0,0.2223262252266933,0.045,0.07875
BTC-28AUG26-64000-C,call,63333.02,64000.0,0.2223262252266933,0.045,0.0765
BTC-28AUG26-64000-P,put,63335.68,64000.0,0.2223262252266933,0.045,0.0865
BTC-28AUG26-65000-C,call,63332.83,65000.0,0.2223262252266933,0.045,0.0695
BTC-28AUG26-65000-P,put,63317.48,65000.0,0.2223262252266933,0.045,0.095
BTC-28AUG26-66000-C,call,63317.13,66000.0,0.2223262252266933,0.045,0.06225
BTC-28AUG26-66000-P,put,63317.13,66000.0,0.2223262252266933,0.045,0.104
BTC-28AUG26-67000-C,call,63317.13,67000.0,0.2223262252266933,0.045,0.056
BTC-28AUG26-67000-P,put,63315.59,67000.0,0.2223262252266933,0.045,0.11325
BTC-28AUG26-68000-C,call,63318.27,68000.0,0.2223262252266933,0.045,0.05
BTC-28AUG26-68000-P,put,63315.59,68000.0,0.2223262252266933,0.045,0.1235
BTC-28AUG26-69000-C,call,63312.02,69000.0,0.2223262252266933,0.045,0.04475
BTC-28AUG26-69000-P,put,63311.24,69000.0,0.2223262252266933,0.045,0.134
BTC-28AUG26-70000-C,call,63311.24,70000.0,0.2223262252266933,0.045,0.04
BTC-28AUG26-70000-P,put,63311.16,70000.0,0.2223262252266933,0.045,0.14525
BTC-28AUG26-71000-C,call,63308.09,71000.0,0.2223262252266933,0.045,0.035500000000000004
BTC-28AUG26-71000-P,put,63308.09,71000.0,0.2223262252266933,0.045,0.15875
BTC-28AUG26-72000-C,call,63304.95,72000.0,0.2223262252266933,0.045,0.0315
BTC-28AUG26-72000-P,put,63297.78,72000.0,0.2223262252266933,0.045,0.16875
BTC-28AUG26-73000-C,call,63297.76,73000.0,0.2223262252266933,0.045,0.028
BTC-28AUG26-73000-P,put,63297.76,73000.0,0.2223262252266933,0.045,0.1695
BTC-28AUG26-74000-C,call,63289.05,74000.0,0.2223262252266933,0.045,0.025
BTC-28AUG26-74000-P,put,63297.78,74000.0,0.2223262252266933,0.045,0.18025
BTC-28AUG26-75000-C,call,63297.78,75000.0,0.2223262252266933,0.045,0.022
BTC-28AUG26-75000-P,put,63298.11,75000.0,0.2223262252266933,0.045,0.20675
BTC-28AUG26-76000-C,call,63294.94,76000.0,0.2223262252266933,0.045,0.0195
BTC-28AUG26-76000-P,put,63295.1,76000.0,0.2223262252266933,0.045,0.2255
BTC-28AUG26-77000-C,call,63295.1,77000.0,0.2223262252266933,0.045,0.0175
BTC-28AUG26-77000-P,put,63292.21,77000.0,0.2223262252266933,0.045,0.239
BTC-28AUG26-78000-C,call,63292.21,78000.0,0.2223262252266933,0.045,0.0155
BTC-28AUG26-78000-P,put,63288.86,78000.0,0.2223262252266933,0.045,0.25275000000000003
BTC-28AUG26-79000-C,call,63291.18,79000.0,0.2223262252266933,0.045,0.01375
BTC-28AUG26-79000-P,put,63291.18,79000.0,0.2223262252266933,0.045,0.26675
BTC-28AUG26-80000-C,call,63295.82,80000.0,0.2223262252266933,0.045,0.01225
BTC-28AUG26-80000-P,put,63300.95,80000.0,0.2223262252266933,0.045,0.28075
BTC-28AUG26-81000-C,call,63304.99,81000.0,0.2223262252266933,0.045,0.011
BTC-28AUG26-81000-P,put,63304.99,81000.0,0.2223262252266933,0.045,0.295
BTC-28AUG26-82000-C,call,63305.34,82000.0,0.2223262252266933,0.045,0.01
BTC-28AUG26-82000-P,put,63305.79,82000.0,0.2223262252266933,0.045,0.3095
BTC-28AUG26-83000-C,call,63305.79,83000.0,0.2223262252266933,0.045,0.009000000000000001
BTC-28AUG26-83000-P,put,63303.29,83000.0,0.2223262252266933,0.045,0.3135
BTC-28AUG26-84000-C,call,63298.42,84000.0,0.2223262252266933,0.045,0.008
BTC-28AUG26-84000-P,put,63298.42,84000.0,0.2223262252266933,0.045,0.32899999999999996
BTC-28AUG26-85000-C,call,63296.98,85000.0,0.2223262252266933,0.045,0.006999999999999999
BTC-28AUG26-85000-P,put,63294.55,85000.0,0.2223262252266933,0.045,0.34650000000000003
BTC-28AUG26-86000-C,call,63293.06,86000.0,0.2223262252266933,0.045,0.006500000000000001
BTC-28AUG26-86000-P,put,63292.99,86000.0,0.2223262252266933,0.045,0.36
BTC-28AUG26-88000-C,call,63292.99,88000.0,0.2223262252266933,0.045,0.0055
BTC-28AUG26-88000-P,put,63293.13,88000.0,0.2223262252266933,0.045,0.39425
BTC-28AUG26-90000-C,call,63293.13,90000.0,0.2223262252266933,0.045,0.00455
BTC-28AUG26-90000-P,put,63286.34,90000.0,0.2223262252266933,0.045,0.42925
BTC-28AUG26-92000-C,call,63281.45,92000.0,0.2223262252266933,0.045,0.00385
BTC-28AUG26-92000-P,put,63281.45,92000.0,0.2223262252266933,0.045,0.45775
BTC-28AUG26-94000-C,call,63279.36,94000.0,0.2223262252266933,0.045,0.0033499999999999997
BTC-28AUG26-94000-P,put,63276.48,94000.0,0.2223262252266933,0.045,0.493
BTC-28AUG26-95000-C,call,63276.79,95000.0,0.2223262252266933,0.045,0.0031
BTC-28AUG26-95000-P,put,63276.79,95000.0,0.2223262252266933,0.045,0.5085
BTC-28AUG26-96000-C,call,63275.61,96000.0,0.2223262252266933,0.045,0.0029
BTC-28AUG26-96000-P,put,63279.57,96000.0,0.2223262252266933,0.045,0.5395
BTC-28AUG26-98000-C,call,63279.57,98000.0,0.2223262252266933,0.045,0.00255
BTC-28AUG26-98000-P,put,63278.79,98000.0,0.2223262252266933,0.045,0.5525
BTC-28AUG26-100000-C,call,63277.4,100000.0,0.2223262252266933,0.045,0.0022500000000000003
BTC-28AUG26-100000-P,put,63277.34,100000.0,0.2223262252266933,0.045,0.585
BTC-28AUG26-105000-C,call,63277.34,105000.0,0.2223262252266933,0.045,0.00175
BTC-28AUG26-105000-P,put,63277.67,105000.0,0.2223262252266933,0.045,0.66425
BTC-28AUG26-110000-C,call,63283.1,110000.0,0.2223262252266933,0.045,0.0014
BTC-28AUG26-110000-P,put,63284.79,110000.0,0.2223262252266933,0.045,0.7425
BTC-25SEP26-30000-C,call,63480.29,30000.0,0.2990385539938166,0.045,0.5305
BTC-25SEP26-30000-P,put,63480.19,30000.0,0.2990385539938166,0.045,0.0030499999999999998
BTC-25SEP26-35000-C,call,63483.12,35000.0,0.2990385539938166,0.045,0.454
BTC-25SEP26-35000-P,put,63482.36,35000.0,0.2990385539938166,0.045,0.0055
BTC-25SEP26-40000-C,call,63480.33,40000.0,0.2990385539938166,0.045,0.37875000000000003
BTC-25SEP26-40000-P,put,63475.96,40000.0,0.2990385539938166,0.045,0.009000000000000001
BTC-25SEP26-45000-C,call,63476.35,45000.0,0.2990385539938166,0.045,0.30625
BTC-25SEP26-45000-P,put,63476.35,45000.0,0.2990385539938166,0.045,0.015
BTC-25SEP26-50000-C,call,63475.3,50000.0,0.2990385539938166,0.045,0.238
BTC-25SEP26-50000-P,put,63475.24,50000.0,0.2990385539938166,0.045,0.025750000000000002
BTC-25SEP26-55000-C,call,63474.43,55000.0,0.2990385539938166,0.045,0.17675
BTC-25SEP26-55000-P,put,63474.26,55000.0,0.2990385539938166,0.045,0.043
BTC-25SEP26-56000-C,call,63476.4,56000.0,0.2990385539938166,0.045,0.16525
BTC-25SEP26-56000-P,put,63478.71,56000.0,0.2990385539938166,0.045,0.0475
BTC-25SEP26-58000-C,call,63478.71,58000.0,0.2990385539938166,0.045,0.14425
BTC-25SEP26-58000-P,put,63477.09,58000.0,0.2990385539938166,0.045,0.05775
BTC-25SEP26-60000-C,call,63480.11,60000.0,0.2990385539938166,0.045,0.12475
BTC-25SEP26-60000-P,put,63480.11,60000.0,0.2990385539938166,0.045,0.06975
BTC-25SEP26-62000-C,call,63480.11,62000.0,0.2990385539938166,0.045,0.10675
BTC-25SEP26-62000-P,put,63483.96,62000.0,0.2990385539938166,0.045,0.08325
BTC-25SEP26-64000-C,call,63485.38,64000.0,0.2990385539938166,0.045,0.09075
BTC-25SEP26-64000-P,put,63485.38,64000.0,0.2990385539938166,0.045,0.09875
BTC-25SEP26-65000-C,call,63480.26,65000.0,0.2990385539938166,0.045,0.08375
BTC-25SEP26-65000-P,put,63477.57,65000.0,0.2990385539938166,0.045,0.10725
BTC-25SEP26-66000-C,call,63472.03,66000.0,0.2990385539938166,0.045,0.07675
BTC-25SEP26-66000-P,put,63472.03,66000.0,0.2990385539938166,0.045,0.11625
BTC-25SEP26-68000-C,call,63472.06,68000.0,0.2990385539938166,0.045,0.06425
BTC-25SEP26-68000-P,put,63471.66,68000.0,0.2990385539938166,0.045,0.13525
BTC-25SEP26-70000-C,call,63471.66,70000.0,0.2990385539938166,0.045,0.0535
BTC-25SEP26-70000-P,put,63471.31,70000.0,0.2990385539938166,0.045,0.15625
BTC-25SEP26-72000-C,call,63474.81,72000.0,0.2990385539938166,0.045,0.0445
BTC-25SEP26-72000-P,put,63474.98,72000.0,0.2990385539938166,0.045,0.17775
BTC-25SEP26-74000-C,call,63479.12,74000.0,0.2990385539938166,0.045,0.03675
BTC-25SEP26-74000-P,put,63479.65,74000.0,0.2990385539938166,0.045,0.2015
BTC-25SEP26-75000-C,call,63480.13,75000.0,0.2990385539938166,0.045,0.0335
BTC-25SEP26-75000-P,put,63480.09,75000.0,0.2990385539938166,0.045,0.21375
BTC-25SEP26-76000-C,call,63480.28,76000.0,0.2990385539938166,0.045,0.0305
BTC-25SEP26-76000-P,put,63479.92,76000.0,0.2990385539938166,0.045,0.22675
BTC-25SEP26-78000-C,call,63485.99,78000.0,0.2990385539938166,0.045,0.02475
BTC-25SEP26-78000-P,put,63485.99,78000.0,0.2990385539938166,0.045,0.2525
BTC-25SEP26-80000-C,call,63482.54,80000.0,0.2990385539938166,0.045,0.02075
BTC-25SEP26-80000-P,put,63480.05,80000.0,0.2990385539938166,0.045,0.27975
BTC-25SEP26-82000-C,call,63479.56,82000.0,0.2990385539938166,0.045,0.017
BTC-25SEP26-82000-P,put,63477.61,82000.0,0.2990385539938166,0.045,0.30774999999999997
BTC-25SEP26-84000-C,call,63477.2,84000.0,0.2990385539938166,0.045,0.01425
BTC-25SEP26-84000-P,put,63472.3,84000.0,0.2990385539938166,0.045,0.3365
BTC-25SEP26-85000-C,call,63472.3,85000.0,0.2990385539938166,0.045,0.013000000000000001
BTC-25SEP26-85000-P,put,63468.25,85000.0,0.2990385539938166,0.045,0.351
BTC-25SEP26-86000-C,call,63468.04,86000.0,0.2990385539938166,0.045,0.012
BTC-25SEP26-86000-P,put,63468.61,86000.0,0.2990385539938166,0.045,0.3725
BTC-25SEP26-88000-C,call,63470.09,88000.0,0.2990385539938166,0.045,0.01
BTC-25SEP26-88000-P,put,63470.17,88000.0,0.2990385539938166,0.045,0.40175
BTC-25SEP26-90000-C,call,63467.46,90000.0,0.2990385539938166,0.045,0.0085
BTC-25SEP26-90000-P,put,63467.46,90000.0,0.2990385539938166,0.045,0.4265
BTC-25SEP26-92000-C,call,63466.98,92000.0,0.2990385539938166,0.045,0.0075
BTC-25SEP26-92000-P,put,63460.37,92000.0,0.2990385539938166,0.045,0.46225000000000005
BTC-25SEP26-94000-C,call,63460.37,94000.0,0.2990385539938166,0.045,0.006500000000000001
BTC-25SEP26-94000-P,put,63460.35,94000.0,0.2990385539938166,0.045,0.49275
BTC-25SEP26-95000-C,call,63458.73,95000.0,0.2990385539938166,0.045,0.006
