instrument_name,option_type,underlying_price_S,strike_K,time_to_maturity_T,risk_free_rate_r,option_price_V,implied_vol
BTC-31JUL26-64000-C,call,63242.94,64000.0,0.14561389645957,0.045,3826.19787,0.4141079504877964
BTC-31JUL26-64000-P,put,63242.94,64000.0,0.14561389645957,0.045,4585.11315,0.4577736467160065
BTC-31JUL26-65000-C,call,63243.62,65000.0,0.14561389645957,0.045,3351.91186,0.4097609675967804
BTC-31JUL26-65000-P,put,63244.46,65000.0,0.14561389645957,0.045,5106.990145,0.45380830813450623
BTC-31JUL26-66000-C,call,63244.32,66000.0,0.14561389645957,0.045,2940.86088,0.4080122899727341
BTC-31JUL26-66000-P,put,63243.61,66000.0,0.14561389645957,0.045,5676.1139975,0.45103396554345265
BTC-31JUL26-67000-C,call,63244.2,67000.0,0.14561389645957,0.045,2545.57905,0.40400166523600894
BTC-31JUL26-67000-P,put,63243.76,67000.0,0.14561389645957,0.045,6340.1869400000005,0.4547920054313893
BTC-31JUL26-68000-C,call,63241.22,68000.0,0.14561389645957,0.045,2197.632395,0.40123104793976516
BTC-31JUL26-68000-P,put,63237.06,68000.0,0.14561389645957,0.045,7003.504395,0.45471256602268056
BTC-31JUL26-69000-C,call,63237.06,69000.0,0.14561389645957,0.045,1897.1118,0.39988851475030285
BTC-31JUL26-69000-P,put,63235.32,69000.0,0.14561389645957,0.045,7698.90021,0.45515903065382096
BTC-31JUL26-70000-C,call,63235.66,70000.0,0.14561389645957,0.045,1628.318245,0.398338521639878
BTC-31JUL26-70000-P,put,63236.66,70000.0,0.14561389645957,0.045,8426.284945000001,0.45627695967495063
BTC-31JUL26-71000-C,call,63236.66,71000.0,0.14561389645957,0.045,1375.397355,0.394827955117452
BTC-31JUL26-71000-P,put,63240.74,71000.0,0.14561389645957,0.045,9201.52767,0.4602698488772343
BTC-31JUL26-72000-C,call,63240.34,72000.0,0.14561389645957,0.045,1185.756375,0.39576030365556125
BTC-31JUL26-72000-P,put,63240.34,72000.0,0.14561389645957,0.045,9976.163634999999,0.4610565987749337
BTC-31JUL26-73000-C,call,63233.42,73000.0,0.14561389645957,0.045,995.926365,0.3935416616355006
BTC-31JUL26-73000-P,put,63236.19,73000.0,0.14561389645957,0.045,10829.197537500002,0.4688223690073833
BTC-31JUL26-74000-C,call,63236.51,74000.0,0.14561389645957,0.045,869.5020125,0.3971786940767282
BTC-31JUL26-74000-P,put,63236.51,74000.0,0.14561389645957,0.045,11682.9452225,0.47502038301313404
BTC-31JUL26-75000-C,call,63239.84,75000.0,0.14561389645957,0.045,743.0681199999999,0.39802019272976935
BTC-31JUL26-75000-P,put,63239.96,75000.0,0.14561389645957,0.045,12537.32207,0.4795516369477133
BTC-31JUL26-76000-C,call,63239.8,76000.0,0.14561389645957,0.045,616.5880500000001,0.3957560604004935
BTC-31JUL26-76000-P,put,63239.8,76000.0,0.14561389645957,0.045,13391.02765,0.4813927168895417
BTC-31JUL26-77000-C,call,63238.19,77000.0,0.14561389645957,0.045,521.7150675,0.39634788266437637
BTC-31JUL26-77000-P,put,63237.29,77000.0,0.14561389645957,0.045,14354.86483,0.49809108144395026
BTC-31JUL26-78000-C,call,63232.47,78000.0,0.14561389645957,0.045,458.4354074999937,0.40119519141861826
BTC-31JUL26-78000-P,put,63229.83,78000.0,0.14561389645957,0.045,15270.003945,0.5053439947236368
BTC-31JUL26-79000-C,call,63229.83,79000.0,0.14561389645957,0.045,395.1864375,0.40386097337594545
BTC-31JUL26-79000-P,put,63228.96,79000.0,0.14561389645957,0.045,16154.99928,0.506785940811164
BTC-31JUL26-80000-C,call,63229.83,80000.0,0.14561389645957,0.045,331.95660749999365,0.40403408828113213
BTC-31JUL26-80000-P,put,63228.96,80000.0,0.14561389645957,0.045,17150.8554,0.5264897490097759
BTC-31JUL26-81000-C,call,63228.35,81000.0,0.14561389645957,0.045,303.49607999999995,0.4120153755975767
BTC-31JUL26-81000-P,put,63228.35,81000.0,0.14561389645957,0.045,18067.501012499994,0.531043964375686
BTC-31JUL26-82000-C,call,63223.79,82000.0,0.14561389645957,0.045,265.539918,0.4157994871536069
BTC-31JUL26-82000-P,put,63222.95,82000.0,0.14561389645957,0.045,19077.525162499995,0.5514501492551476
BTC-31JUL26-83000-C,call,63222.95,83000.0,0.14561389645957,0.045,233.924915,0.41994437469970397
BTC-31JUL26-83000-P,put,63223.84,83000.0,0.14561389645957,0.045,20057.763239999997,0.5668040998194769
BTC-31JUL26-84000-C,call,63224.03,84000.0,0.14561389645957,0.045,208.639299,0.42489435850477375
BTC-31JUL26-84000-P,put,63223.83,84000.0,0.14561389645957,0.045,21037.7294325,0.5814727802964301
BTC-31JUL26-85000-C,call,63217.94,85000.0,0.14561389645957,0.045,189.65382000000002,0.4312906064133248
BTC-31JUL26-85000-P,put,63211.04,85000.0,0.14561389645957,0.045,23293.26824,0.8038942972337173
BTC-31JUL26-86000-C,call,63217.42,86000.0,0.14561389645957,0.045,170.687034,0.43651881785827534
BTC-31JUL26-86000-P,put,63217.3,86000.0,0.14561389645957,0.045,24006.769675,0.7825696145633465
BTC-31JUL26-87000-C,call,63217.8,87000.0,0.14561389645957,0.045,158.0445,0.4437020489134828
BTC-31JUL26-88000-C,call,63219.42,88000.0,0.14561389645957,0.045,145.404666,0.45009165455221095
BTC-31JUL26-88000-P,put,63214.2,88000.0,0.14561389645957,0.045,25854.607799999998,0.796665655321168
BTC-31JUL26-89000-C,call,63214.2,89000.0,0.14561389645957,0.045,132.74982,0.4557775830547862
BTC-31JUL26-89000-P,put,63209.72,89000.0,0.14561389645957,0.045,26895.73586,0.8209602916707983
BTC-31JUL26-90000-C,call,63209.72,90000.0,0.14561389645957,0.045,120.09846799999369,0.4605550980395019
BTC-31JUL26-90000-P,put,63207.8,90000.0,0.14561389645957,0.045,27116.1462,0.7000160643826244
BTC-31JUL26-91000-C,call,63207.8,91000.0,0.14561389645957,0.045,113.77404,0.4684644640267058
BTC-31JUL26-91000-P,put,63205.58,91000.0,0.14561389645957,0.045,28110.681705,0.7151729995986713
BTC-31JUL26-92000-C,call,63205.58,92000.0,0.14561389645957,0.045,104.289207,0.4737281041594043
BTC-31JUL26-92000-P,put,63206.26,92000.0,0.14561389645957,0.045,29122.284295,0.7341473377070958
BTC-31JUL26-93000-C,call,63210.02,93000.0,0.14561389645957,0.045,97.97553099999999,0.48044837495520787
BTC-31JUL26-93000-P,put,63210.02,93000.0,0.14561389645957,0.045,30103.772025,0.7471739793958432
BTC-31JUL26-94000-C,call,63210.73,94000.0,0.14561389645957,0.045,91.6555585,0.48671499609045094
BTC-31JUL26-94000-P,put,63210.25,94000.0,0.14561389645957,0.045,31099.443,0.7622645525295455
BTC-31JUL26-95000-C,call,63210.25,95000.0,0.14561389645957,0.045,85.3338375,0.4924596210328646
BTC-31JUL26-95000-P,put,63211.21,95000.0,0.14561389645957,0.045,32079.689075000002,0.7739426402564749
BTC-31JUL26-96000-C,call,63211.11,96000.0,0.14561389645957,0.045,82.174443,0.5003778402549405
BTC-31JUL26-96000-P,put,63211.11,96000.0,0.14561389645957,0.045,33075.2133075,0.7884542043577119
BTC-31JUL26-98000-C,call,63211.44,98000.0,0.14561389645957,0.045,72.693156,0.5123197656131473
BTC-31JUL26-98000-P,put,63211.44,98000.0,0.14561389645957,0.045,35066.54634,0.816999321915667
BTC-31JUL26-100000-C,call,63211.81,100000.0,0.14561389645957,0.045,66.3724005,0.5257698431855549
BTC-31JUL26-100000-P,put,63212.17,100000.0,0.14561389645957,0.045,37058.13466249999,0.8448736441579666
BTC-31JUL26-102000-C,call,63212.08,102000.0,0.14561389645957,0.045,63.21208,0.5415132489925479
BTC-31JUL26-102000-P,put,63212.08,102000.0,0.14561389645957,0.045,39080.86846,0.8788599221114834
BTC-31JUL26-104000-C,call,63213.54,104000.0,0.14561389645957,0.045,56.892186,0.5526231396769696
BTC-31JUL26-104000-P,put,63213.63,104000.0,0.14561389645957,0.045,41073.0560925,0.9056591701443459
BTC-31JUL26-105000-C,call,63215.99,105000.0,0.14561389645957,0.045,56.894391,0.5616466055227001
BTC-31JUL26-105000-P,put,63216.13,105000.0,0.14561389645957,0.045,42054.5304825,0.9158176119165842
BTC-31JUL26-106000-C,call,63216.17,106000.0,0.14561389645957,0.045,47.4121275,0.5578546423655042
BTC-31JUL26-108000-C,call,63215.64,108000.0,0.14561389645957,0.045,50.57251199999367,0.5796778351974644
BTC-31JUL26-110000-C,call,63213.69,110000.0,0.14561389645957,0.045,47.4102675,0.5920592828396796
BTC-31JUL26-115000-C,call,63213.56,115000.0,0.14561389645957,0.045,34.767458,0.6104992399139871
BTC-31JUL26-120000-C,call,63213.26,120000.0,0.14561389645957,0.045,34.767293,0.6479124383275245
BTC-28AUG26-46000-C,call,63377.6,46000.0,0.2223262252266933,0.045,18125.993599999998,0.44967038679538196
BTC-28AUG26-46000-P,put,63377.6,46000.0,0.2223262252266933,0.045,744.6868,0.5672784693006625
BTC-28AUG26-48000-C,call,63377.67,48000.0,0.2223262252266933,0.045,16335.594442499998,0.45311143305564144
BTC-28AUG26-48000-P,put,63377.67,48000.0,0.2223262252266933,0.045,950.66505,0.5497978134523314
BTC-28AUG26-50000-C,call,63377.09,50000.0,0.2223262252266933,0.045,14560.8864275,0.4446834786582672
BTC-28AUG26-50000-P,put,63378.73,50000.0,0.2223262252266933,0.045,1188.3511875,0.5304618648821627
BTC-28AUG26-52000-C,call,63386.5,52000.0,0.2223262252266933,0.045,12027.588374999994,0.25782302678290286
BTC-28AUG26-52000-P,put,63386.5,52000.0,0.2223262252266933,0.045,1489.58275,0.5134864141696123
BTC-28AUG26-53000-C,call,63386.5,53000.0,0.2223262252266933,0.045,11726.5025,0.38629718425288145
BTC-28AUG26-53000-P,put,63385.81,53000.0,0.2223262252266933,0.045,1695.5704174999998,0.5091722822922407
BTC-28AUG26-54000-C,call,63379.35,54000.0,0.2223262252266933,0.045,11265.679462499998,0.4338600619806096
BTC-28AUG26-54000-P,put,63379.35,54000.0,0.2223262252266933,0.045,1901.3805,0.5022980420771759
BTC-28AUG26-55000-C,call,63372.03,55000.0,0.2223262252266933,0.045,10503.9139725,0.43262557689230463
BTC-28AUG26-55000-P,put,63365.25,55000.0,0.2223262252266933,0.045,2138.5771875,0.4966380244019822
BTC-28AUG26-56000-C,call,63365.25,56000.0,0.2223262252266933,0.045,9742.407187499999,0.4282967324983337
BTC-28AUG26-56000-P,put,63364.83,56000.0,0.2223262252266933,0.045,2392.0223325,0.49077430366358515
BTC-28AUG26-57000-C,call,63356.72,57000.0,0.2223262252266933,0.045,9060.01096,0.42979566253053253
BTC-28AUG26-57000-P,put,63356.72,57000.0,0.2223262252266933,0.045,2676.821419999994,0.48567837374468514
BTC-28AUG26-58000-C,call,63354.34,58000.0,0.2223262252266933,0.045,8362.77288,0.42610698131178043
BTC-28AUG26-58000-P,put,63353.66,58000.0,0.2223262252266933,0.045,2977.6220200000002,0.4799676824945096
BTC-28AUG26-59000-C,call,63352.35,59000.0,0.2223262252266933,0.045,7697.310525,0.42276399651346847
BTC-28AUG26-59000-P,put,63352.35,59000.0,0.2223262252266933,0.045,3310.1602875,0.47503947643148803
BTC-28AUG26-60000-C,call,63352.35,60000.0,0.2223262252266933,0.045,7063.787025,0.4195549545453698
BTC-28AUG26-60000-P,put,63348.84,60000.0,0.2223262252266933,0.045,3690.0699299999933,0.47204723645194213
BTC-28AUG26-61000-C,call,63346.95,61000.0,0.2223262252266933,0.045,6461.388899999999,0.416755136783685
BTC-28AUG26-61000-P,put,63346.95,61000.0,0.2223262252266933,0.045,4085.878275,0.46809600410392344
BTC-28AUG26-62000-C,call,63344.4,62000.0,0.2223262252266933,0.045,5906.8653,0.4152581227415543
BTC-28AUG26-62000-P,put,63336.92,62000.0,0.2223262252266933,0.045,4512.75555,0.46420520056156916
BTC-28AUG26-63000-C,call,63336.92,63000.0,0.2223262252266933,0.045,5367.80397,0.4126008577082823
BTC-28AUG26-63000-P,put,63336.92,63000.0,0.2223262252266933,0.045,4987.78245,0.4624016286184457
BTC-28AUG26-64000-C,call,63333.02,64000.0,0.2223262252266933,0.045,4844.97603,0.4084698055754653
BTC-28AUG26-64000-P,put,63335.68,64000.0,0.2223262252266933,0.045,5478.536319999999,0.45949986213417326
BTC-28AUG26-65000-C,call,63332.83,65000.0,0.2223262252266933,0.045,4401.631685,0.4082200109401257
BTC-28AUG26-65000-P,put,63317.48,65000.0,0.2223262252266933,0.045,6015.1606,0.4574188407243128
BTC-28AUG26-66000-C,call,63317.13,66000.0,0.2223262252266933,0.045,3941.4913425,0.40456070814538747
BTC-28AUG26-66000-P,put,63317.13,66000.0,0.2223262252266933,0.045,6584.981519999999,0.4564948852421124
BTC-28AUG26-67000-C,call,63317.13,67000.0,0.2223262252266933,0.045,3545.7592799999998,0.4030821096606887
BTC-28AUG26-67000-P,put,63315.59,67000.0,0.2223262252266933,0.045,7170.4905675,0.4545614521467716
BTC-28AUG26-68000-C,call,63318.27,68000.0,0.2223262252266933,0.045,3165.9135,0.4003743776714897
BTC-28AUG26-68000-P,put,63315.59,68000.0,0.2223262252266933,0.045,7819.475364999999,0.4558557639658008
BTC-28AUG26-69000-C,call,63312.02,69000.0,0.2223262252266933,0.045,2833.2128949999997,0.39949004063786975
BTC-28AUG26-69000-P,put,63311.24,69000.0,0.2223262252266933,0.045,8483.70616,0.456112075630492
BTC-28AUG26-70000-C,call,63311.24,70000.0,0.2223262252266933,0.045,2532.4496,0.3988168616474821
BTC-28AUG26-70000-P,put,63311.16,70000.0,0.2223262252266933,0.045,9195.94599,0.45871378861316886
BTC-28AUG26-71000-C,call,63308.09,71000.0,0.2223262252266933,0.045,2247.4371949999995,0.3972643440474905
BTC-28AUG26-71000-P,put,63308.09,71000.0,0.2223262252266933,0.045,10050.159287499999,0.4719549152295544
BTC-28AUG26-72000-C,call,63304.95,72000.0,0.2223262252266933,0.045,1994.1059249999998,0.39632687939593025
BTC-28AUG26-72000-P,put,63297.78,72000.0,0.2223262252266933,0.045,10681.500375,0.46290470378404425
BTC-28AUG26-73000-C,call,63297.76,73000.0,0.2223262252266933,0.045,1772.3372800000002,0.3963231475624195
BTC-28AUG26-73000-P,put,63297.76,73000.0,0.2223262252266933,0.045,10728.97032,0.39440100873647105
BTC-28AUG26-74000-C,call,63289.05,74000.0,0.2223262252266933,0.045,1582.2262500000002,0.39745886133547964
BTC-28AUG26-74000-P,put,63297.78,74000.0,0.2223262252266933,0.045,11409.424845,0.38234420548199405
BTC-28AUG26-75000-C,call,63297.78,75000.0,0.2223262252266933,0.045,1392.55116,0.39610192010159617
BTC-28AUG26-75000-P,put,63298.11,75000.0,0.2223262252266933,0.045,13086.8842425,0.47421932507129094
BTC-28AUG26-76000-C,call,63294.94,76000.0,0.2223262252266933,0.045,1234.25133,0.3965001173794206
BTC-28AUG26-76000-P,put,63295.1,76000.0,0.2223262252266933,0.045,14273.04505,0.5138837617471907
BTC-28AUG26-77000-C,call,63295.1,77000.0,0.2223262252266933,0.045,1107.66425,0.3987687766622911
BTC-28AUG26-77000-P,put,63292.21,77000.0,0.2223262252266933,0.045,15126.838189999999,0.5194659271615609
BTC-28AUG26-78000-C,call,63292.21,78000.0,0.2223262252266933,0.045,981.029255,0.3993636877786697
BTC-28AUG26-78000-P,put,63288.86,78000.0,0.2223262252266933,0.045,15996.259364999998,0.52550706985184
BTC-28AUG26-79000-C,call,63291.18,79000.0,0.2223262252266933,0.045,870.253725,0.4002690545118084
BTC-28AUG26-79000-P,put,63291.18,79000.0,0.2223262252266933,0.045,16882.922265,0.5328289774463926
BTC-28AUG26-80000-C,call,63295.82,80000.0,0.2223262252266933,0.045,775.373795,0.4016746145942332
BTC-28AUG26-80000-P,put,63300.95,80000.0,0.2223262252266933,0.045,17771.7417125,0.5401224953932872
BTC-28AUG26-81000-C,call,63304.99,81000.0,0.2223262252266933,0.045,696.35489,0.4039213913049906
BTC-28AUG26-81000-P,put,63304.99,81000.0,0.2223262252266933,0.045,18674.972049999997,0.5477147034605778
BTC-28AUG26-82000-C,call,63305.34,82000.0,0.2223262252266933,0.045,633.0534,0.40761902032620795
BTC-28AUG26-82000-P,put,63305.79,82000.0,0.2223262252266933,0.045,19593.142005,0.5559802487611991
BTC-28AUG26-83000-C,call,63305.79,83000.0,0.2223262252266933,0.045,569.75211,0.41010522420653683
BTC-28AUG26-83000-P,put,63303.29,83000.0,0.2223262252266933,0.045,19845.581415,0.47583151134892643
BTC-28AUG26-84000-C,call,63298.42,84000.0,0.2223262252266933,0.045,506.38736,0.41140508137718884
BTC-28AUG26-84000-P,put,63298.42,84000.0,0.2223262252266933,0.045,20825.180179999992,0.48810529471897085
BTC-28AUG26-85000-C,call,63296.98,85000.0,0.2223262252266933,0.045,443.0788599999937,0.41111615941111895
BTC-28AUG26-85000-P,put,63294.55,85000.0,0.2223262252266933,0.045,21931.561575,0.518907646560898
BTC-28AUG26-86000-C,call,63293.06,86000.0,0.2223262252266933,0.045,411.40488999999997,0.4164983379538488
BTC-28AUG26-86000-P,put,63292.99,86000.0,0.2223262252266933,0.045,22785.4764,0.5122465065105924
BTC-28AUG26-88000-C,call,63292.99,88000.0,0.2223262252266933,0.045,348.11144499999995,0.4247826117798129
BTC-28AUG26-88000-P,put,63293.13,88000.0,0.2223262252266933,0.045,24953.316502499998,0.567673658312801
BTC-28AUG26-90000-C,call,63293.13,90000.0,0.2223262252266933,0.045,287.9837415,0.4304850914714028
BTC-28AUG26-90000-P,put,63286.34,90000.0,0.2223262252266933,0.045,27165.661445,0.6268749775187543
BTC-28AUG26-92000-C,call,63281.45,92000.0,0.2223262252266933,0.045,243.6335825,0.43778283045915406
BTC-28AUG26-92000-P,put,63281.45,92000.0,0.2223262252266933,0.045,28967.083737499997,0.6260930801796262
BTC-28AUG26-94000-C,call,63279.36,94000.0,0.2223262252266933,0.045,211.98585599999367,0.44660441364121417
BTC-28AUG26-94000-P,put,63276.48,94000.0,0.2223262252266933,0.045,31195.304640000002,0.6868924388781136
BTC-28AUG26-95000-C,call,63276.79,95000.0,0.2223262252266933,0.045,196.158049,0.45018030093914213
BTC-28AUG26-95000-P,put,63276.79,95000.0,0.2223262252266933,0.045,32176.247714999998,0.6979467875606148
BTC-28AUG26-96000-C,call,63275.61,96000.0,0.2223262252266933,0.045,183.499269,0.4544416536253884
BTC-28AUG26-96000-P,put,63279.57,96000.0,0.2223262252266933,0.045,34139.328015,0.8370069184498627
BTC-28AUG26-98000-C,call,63279.57,98000.0,0.2223262252266933,0.045,161.36290350000002,0.462808848186415
BTC-28AUG26-98000-P,put,63278.79,98000.0,0.2223262252266933,0.045,34961.531475,0.7058275005392934
BTC-28AUG26-100000-C,call,63277.4,100000.0,0.2223262252266933,0.045,142.37415,0.47097565441967837
BTC-28AUG26-100000-P,put,63277.34,100000.0,0.2223262252266933,0.045,37017.243899999994,0.7399907717521211
BTC-28AUG26-105000-C,call,63277.34,105000.0,0.2223262252266933,0.045,110.735345,0.4935475935492698
BTC-28AUG26-105000-P,put,63277.67,105000.0,0.2223262252266933,0.045,42032.1922975,0.8040374964509871
BTC-28AUG26-110000-C,call,63283.1,110000.0,0.2223262252266933,0.045,88.59634,0.5151022804957333
BTC-28AUG26-110000-P,put,63284.79,110000.0,0.2223262252266933,0.045,46988.956575000004,0.8564548727881431
BTC-25SEP26-30000-P,put,63480.19,30000.0,0.2990385539938166,0.045,193.61457949999365,0.7370659880309596
BTC-25SEP26-35000-P,put,63482.36,35000.0,0.2990385539938166,0.045,349.15297999999996,0.6736690285083239
BTC-25SEP26-40000-C,call,63480.33,40000.0,0.2990385539938166,0.045,24043.1749875,0.3642919086662087
BTC-25SEP26-40000-P,put,63475.96,40000.0,0.2990385539938166,0.045,571.28364,0.6093115420636376
BTC-25SEP26-45000-C,call,63476.35,45000.0,0.2990385539938166,0.045,19439.6321875,0.43388161218154625
BTC-25SEP26-45000-P,put,63476.35,45000.0,0.2990385539938166,0.045,952.1452499999999,0.5573632260949273
BTC-25SEP26-50000-C,call,63475.3,50000.0,0.2990385539938166,0.045,15107.1214,0.43202004368029917
BTC-25SEP26-50000-P,put,63475.24,50000.0,0.2990385539938166,0.045,1634.48743,0.5208003600429306
BTC-25SEP26-55000-C,call,63474.43,55000.0,0.2990385539938166,0.045,11219.105502499999,0.4232974902214502
BTC-25SEP26-55000-P,put,63474.26,55000.0,0.2990385539938166,0.045,2729.39318,0.49230285361020976
BTC-25SEP26-56000-C,call,63476.4,56000.0,0.2990385539938166,0.045,10489.475100000001,0.41944830224909113
BTC-25SEP26-56000-P,put,63478.71,56000.0,0.2990385539938166,0.045,3015.238725,0.48802557240508926
BTC-25SEP26-58000-C,call,63478.71,58000.0,0.2990385539938166,0.045,9156.8039175,0.41676781314039096
BTC-25SEP26-58000-P,put,63477.09,58000.0,0.2990385539938166,0.045,3665.8019475,0.48068374330322317
BTC-25SEP26-60000-C,call,63480.11,60000.0,0.2990385539938166,0.045,7919.1437225,0.41322288310396676
BTC-25SEP26-60000-P,put,63480.11,60000.0,0.2990385539938166,0.045,4427.7376725,0.4753106316310165
BTC-25SEP26-62000-C,call,63480.11,62000.0,0.2990385539938166,0.045,6776.5017425,0.40876511690875683
BTC-25SEP26-62000-P,put,63483.96,62000.0,0.2990385539938166,0.045,5285.03967,0.4701674570600995
BTC-25SEP26-64000-C,call,63485.38,64000.0,0.2990385539938166,0.045,5761.298234999999,0.4054725329445341
BTC-25SEP26-64000-P,put,63485.38,64000.0,0.2990385539938166,0.045,6269.181275,0.4673734204474991
BTC-25SEP26-65000-C,call,63480.26,65000.0,0.2990385539938166,0.045,5316.471775000001,0.40572089509221726
BTC-25SEP26-65000-P,put,63477.57,65000.0,0.2990385539938166,0.045,6807.9693824999995,0.466506351141542
BTC-25SEP26-66000-C,call,63472.03,66000.0,0.2990385539938166,0.045,4871.4783025,0.40410006162428824
BTC-25SEP26-66000-P,put,63472.03,66000.0,0.2990385539938166,0.045,7378.6234875,0.4663129748694789
BTC-25SEP26-68000-C,call,63472.06,68000.0,0.2990385539938166,0.045,4078.079855,0.4015526123956816
BTC-25SEP26-68000-P,put,63471.66,68000.0,0.2990385539938166,0.045,8584.542015,0.4660634397511174
BTC-25SEP26-70000-C,call,63471.66,70000.0,0.2990385539938166,0.045,3395.73381,0.3998486723065025
BTC-25SEP26-70000-P,put,63471.31,70000.0,0.2990385539938166,0.045,9917.3921875,0.4688576037662705
BTC-25SEP26-72000-C,call,63474.81,72000.0,0.2990385539938166,0.045,2824.6290449999997,0.3995111472478272
BTC-25SEP26-72000-P,put,63474.98,72000.0,0.2990385539938166,0.045,11282.677695,0.46843788945849185
BTC-25SEP26-74000-C,call,63479.12,74000.0,0.2990385539938166,0.045,2332.85766,0.3988819896701297
BTC-25SEP26-74000-P,put,63479.65,74000.0,0.2990385539938166,0.045,12791.149475000002,0.4736146758452755
BTC-25SEP26-75000-C,call,63480.13,75000.0,0.2990385539938166,0.045,2126.584355,0.39956239780976016
BTC-25SEP26-75000-P,put,63480.09,75000.0,0.2990385539938166,0.045,13568.8692375,0.4761434943005705
BTC-25SEP26-76000-C,call,63480.28,76000.0,0.2990385539938166,0.045,1936.14854,0.4001867614600907
BTC-25SEP26-76000-P,put,63479.92,76000.0,0.2990385539938166,0.045,14394.07186,0.48137129055694766
BTC-25SEP26-78000-C,call,63485.99,78000.0,0.2990385539938166,0.045,1571.2782525,0.3984137544781288
BTC-25SEP26-78000-P,put,63485.99,78000.0,0.2990385539938166,0.045,16030.212475,0.4880546819536733
BTC-25SEP26-80000-C,call,63482.54,80000.0,0.2990385539938166,0.045,1317.262705,0.40230843691371543
BTC-25SEP26-80000-P,put,63480.05,80000.0,0.2990385539938166,0.045,17758.5439875,0.49827629563675796
BTC-25SEP26-82000-C,call,63479.56,82000.0,0.2990385539938166,0.045,1079.15252,0.4031148634781337
BTC-25SEP26-82000-P,put,63477.61,82000.0,0.2990385539938166,0.045,19535.234477499995,0.5100510117775745
BTC-25SEP26-84000-C,call,63477.2,84000.0,0.2990385539938166,0.045,904.5501,0.40691276435307144
BTC-25SEP26-84000-P,put,63472.3,84000.0,0.2990385539938166,0.045,21358.42895,0.5234581326655456
BTC-25SEP26-85000-C,call,63472.3,85000.0,0.2990385539938166,0.045,825.1399,0.4083952333152289
BTC-25SEP26-85000-P,put,63468.25,85000.0,0.2990385539938166,0.045,22277.35575,0.5299312650547419
BTC-25SEP26-86000-C,call,63468.04,86000.0,0.2990385539938166,0.045,761.61648,0.4111404540614231
BTC-25SEP26-86000-P,put,63468.61,86000.0,0.2990385539938166,0.045,23642.057225,0.5805290725290527
BTC-25SEP26-88000-C,call,63470.09,88000.0,0.2990385539938166,0.045,634.7008999999999,0.4138675244961311
BTC-25SEP26-88000-P,put,63470.17,88000.0,0.2990385539938166,0.045,25499.1407975,0.595485576114735
BTC-25SEP26-90000-C,call,63467.46,90000.0,0.2990385539938166,0.045,539.4734100000001,0.4184854651872962
BTC-25SEP26-90000-P,put,63467.46,90000.0,0.2990385539938166,0.045,27068.87169,0.5780820954868829
BTC-25SEP26-92000-C,call,63466.98,92000.0,0.2990385539938166,0.045,476.00235,0.4262365868337665
BTC-25SEP26-92000-P,put,63460.37,92000.0,0.2990385539938166,0.045,29334.5560325,0.6323125914503562
BTC-25SEP26-94000-C,call,63460.37,94000.0,0.2990385539938166,0.045,412.492405,0.43187602627361504
BTC-25SEP26-94000-P,put,63460.35,94000.0,0.2990385539938166,0.045,31270.0874625,0.6513300978204388
BTC-25SEP26-95000-C,call,63458.73,95000.0,0.2990385539938166,0.045,380.75238,0.43377143987951516
BTC-25SEP26-95000-P,put,63458.73,95000.0,0.2990385539938166,0.045,31840.417777500003,0.6155096574269558
BTC-25SEP26-96000-C,call,63458.73,96000.0,0.2990385539938166,0.045,349.023015,0.43498453749838056
BTC-25SEP26-96000-P,put,63455.84,96000.0,0.2990385539938166,0.045,33203.26828,0.6687456191219812
BTC-25SEP26-98000-C,call,63454.95,98000.0,0.2990385539938166,0.045,320.4474975,0.4447320558369289
BTC-25SEP26-98000-P,put,63454.04,98000.0,0.2990385539938166,0.045,35185.26518,0.6909346404263355
BTC-25SEP26-100000-C,call,63455.97,100000.0,0.2990385539938166,0.045,272.860671,0.4476510598295887
BTC-25SEP26-100000-P,put,63456.15,100000.0,0.2990385539938166,0.045,36741.11085,0.6627694511020268
BTC-25SEP26-102000-C,call,63441.44,102000.0,0.2990385539938166,0.045,241.077472,0.4534873643002858
BTC-25SEP26-102000-P,put,63438.52,102000.0,0.2990385539938166,0.045,39078.12832,0.7240888590979018
BTC-25SEP26-105000-C,call,63414.96,105000.0,0.2990385539938166,0.045,206.09861999999998,0.46382968297000815
BTC-25SEP26-105000-P,put,63415.04,105000.0,0.2990385539938166,0.045,41647.82752,0.7023206635258107
BTC-25SEP26-110000-C,call,63415.95,110000.0,0.2990385539938166,0.045,155.36907749999997,0.4770681407623779
BTC-25SEP26-110000-P,put,63417.47,110000.0,0.2990385539938166,0.045,46595.9860825,0.7485764581440795
BTC-25SEP26-115000-C,call,63417.0,115000.0,0.2990385539938166,0.045,126.834,0.4940263788996131
BTC-25SEP26-120000-C,call,63413.66,120000.0,0.2990385539938166,0.045,104.63253900000001,0.5098345294829812
BTC-25SEP26-120000-P,put,63413.64,120000.0,0.2990385539938166,0.045,56644.23393,0.8528874944807493
BTC-25SEP26-125000-C,call,63412.0,125000.0,0.2990385539938166,0.045,95.118,0.5305421108155935
BTC-25SEP26-125000-P,put,63408.46,125000.0,0.2990385539938166,0.045,61950.06542,0.9376821419787442
BTC-25SEP26-130000-C,call,63409.37,130000.0,0.2990385539938166,0.045,82.432181,0.546382031498328
